home_country,source_currency,dest_currency,channel,amount_src,amount_usd,fee,exchange_rate_src_to_dest,location_mismatch,kyc_tier,account_age_days,device_trust_score,risk_score_internal,txn_velocity_24h,corridor_risk,day_of_week,year,is_fraud
UK,GBP,CNY,web,752.83,941.04,11.61,8.928571,FALSE,standard,4,0.892,0.407,7,0,Monday,2022,1
US,USD,PHP,mobile,85.87,85.87,2.75,58.823529,FALSE,standard,263,0.522,0.223,0,0.1,Monday,2022,0
US,USD,NGN,WEB,70.12,70.12,2.55,1111.111111,FALSE,unknown,263,0.522,0.223,8,0.25,Wednesday,2023,0
US,USD,GBP,web,983.95,983.95,15,0.8,FALSE,standard,859,0.96,0.363,0,0,Monday,2022,0
US,USD,CAD,mobile,241.69,241.69,4.87,1.351351,TRUE,standard,859,0.96,0.363,0,0,Monday,2022,0
US,USD,CAD,ATM,982.04,982.04,15.6,1.351351,FALSE,standard,1018,0.934,0.087,0,0,Monday,2022,0
US,USD,INR,mobile,227.57,227.57,3.62,83.333333,FALSE,standard,298,0.336,0.166,0,0,Monday,2022,0
US,USD,NGN,ATM,111.17,111.17,2.94,1111.111111,FALSE,standard,1018,0.934,0.087,0,0.25,Monday,2022,0
US,USD,CAD,web,174.67,174.67,4.41,1.351351,FALSE,standard,263,0.522,0.223,0,0,Monday,2022,0
US,USD,INR,ATM,257.37,257.37,4.96,83.333333,TRUE,standard,648,0.62,0.24,0,0,Monday,2022,0
UK,GBP,CNY,mobile,776.01,970.01,12.5,8.928571,FALSE,standard,718,0.953,0.169,0,0,Monday,2022,0
US,USD,CAD,mobile,91.59,91.59,1.84,1.351351,FALSE,enhanced,257,0.894,0.257,0,0,Monday,2022,0
US,USD,PHP,mobile,78.03,78.03,1.74,58.823529,FALSE,standard,1016,0.944,0.247,0,0.1,Monday,2022,0
US,USD,CAD,web,112.71,112.71,2.32,1.351351,FALSE,enhanced,257,0.894,0.257,0,0,Monday,2022,0
US,USD,CNY,mobile,85.56,85.56,2.44,7.142857,FALSE,standard,147,0.551,0.391,0,0,Tuesday,2022,0
US,USD,CAD,mobile,123.31,123.31,2.87,1.351351,FALSE,standard,1018,0.934,0.087,1,0,Tuesday,2022,0
US,USD,USD,web,74.63,74.63,2.62,1,FALSE,standard,298,0.336,0.166,0,0,Tuesday,2022,0
US,USD,CAD,mobile,468.6,468.6,8.23,1.351351,FALSE,standard,298,0.336,0.166,0,0,Tuesday,2022,0
US,USD,PHP,ATM,88.5,88.5,1.95,58.823529,FALSE,enhanced,367,0.939,0.176,0,0.1,Tuesday,2022,0
UK,GBP,PHP,mobile,110.72,138.4,4.04,73.529412,FALSE,standard,4,0.892,0.407,0,0,Tuesday,2022,1
US,USD,EUR,mobile,263.16,263.16,5.1,0.925926,FALSE,enhanced,367,0.939,0.176,0,0,Wednesday,2022,0
US,USD,PHP,web,60.27,60.27,1.78,58.823529,FALSE,standard,1016,0.944,0.247,0,0.1,Wednesday,2022,0
US,USD,EUR,mobile,53.62,53.62,1.57,0.925926,FALSE,standard,147,0.401,0.391,0,0,Wednesday,2022,0
US,USD,MXN,web,403.73,403.73,6.47,17.241379,FALSE,standard,263,0.522,0.223,0,0.2,Sunday,2023,0
UK,GBP,CAD,mobile,210.31,262.89,5.25,1.689189,FALSE,standard,718,0.953,0.169,6,0,Wednesday,2022,0
US,USD,GBP,web,400.95,400.95,6.29,0.8,FALSE,standard,263,0.522,0.223,0,0,Wednesday,2022,0
CA,CAD,MXN,mobile,88.23,65.29,1.8,12.758621,FALSE,standard,1041,0.867,0.245,0,0,Wednesday,2022,0
UK,GBP,CNY,mobile,861.51,1076.89,13.73,8.928571,FALSE,standard,4,0.892,0.407,0,0,Wednesday,2022,0
US,USD,GBP,ATM,307.41,307.41,5.61,0.8,FALSE,standard,263,0.522,0.223,0,0,Wednesday,2022,0
UK,GBP,CNY,mobile,94.38,117.98,2.68,8.928571,TRUE,standard,4,0.742,0.407,0,0,Wednesday,2022,0
UK,GBP,USD,MOBILE,335.79,419.74,5.83,1.25,FALSE,standard,718,0.953,0.169,1,0,Wednesday,2022,0
US,USD,CAD,mobile,70.62,70.62,2.01,1.351351,FALSE,enhanced,257,0.894,0.257,0,0,Wednesday,2022,0
US,USD,CAD,web,158.09,158.09,2.71,1.351351,FALSE,standard,298,0.336,0.166,0,0,Thursday,2022,0
US,USD,CAD,weeb,238.57,238.57,4.67,1.351351,TRUE,standard,263,0.522,0.223,0,0,Thursday,2022,0
US,USD,EUR,web,9998.89,9998.89,151.71,0.925926,FALSE,enhanced,257,0.894,0.257,0,0,Thursday,2022,0
US,USD,CAD,web,119.89,119.89,3.33,1.351351,FALSE,standard,1018,0.934,0.087,0,0,Thursday,2022,0
US,USD,INR,mobile,115.06,115.06,3.45,83.333333,FALSE,standard,263,0.522,0.223,0,0,Thursday,2022,0
US,USD,NGN,web,148.38,148.38,2.82,1111.111111,FALSE,standard,147,0.551,0.391,1,0.25,Thursday,2022,0
UK,GBP,MXN,web,238,297.5,4.76,21.551724,FALSE,standard,4,0.892,0.407,0,0,Thursday,2022,0
US,USD,PHP,web,132.59,132.59,3.27,58.823529,FALSE,enhanced,367,0.939,0.176,0,0.1,Thursday,2022,0
US,USD,USD,ATM,137.6,137.6,2.4,1,FALSE,standard,147,0.551,0.391,0,0,Friday,2022,0
US,USD,PHP,mobile,121.75,121.75,3.09,58.823529,FALSE,standard,147,0.401,0.391,0,0.1,Friday,2022,0
US,USD,GBP,mobile,121.47,121.47,2.98,0.8,FALSE,standard,1018,0.934,0.087,0,0,Friday,2022,0
US,USD,PHP,ATM,208.66,208.66,4.39,58.823529,FALSE,standard,298,0.336,0.166,0,0.1,Friday,2022,0
UK,GBP,PHP,unknown,227.94,284.93,3.79,73.529412,FALSE,standard,4,0.742,0.407,0,0,Friday,2022,0
US,USD,GBP,web,109.46,109.46,2.73,0.8,FALSE,standard,298,0.336,0.166,0,0,Friday,2022,0
US,USD,GBP,mobile,279.04,279.04,5.84,0.8,FALSE,standard,34,0.427,0.068,0,0,Friday,2022,0
US,USD,CNY,web,587.67,587.67,9.12,7.142857,FALSE,enhanced,367,0.939,0.176,0,0,Friday,2022,0
US,USD,NGN,mobile,122.63,122.63,3.1,1111.111111,FALSE,standard,298,0.336,0.166,0,0.25,Friday,2022,0
US,USD,NGN,mobile,437.23,437.23,7.56,1111.111111,FALSE,standard,147,0.551,0.391,0,0.25,Friday,2022,0
UK,GBP,MXN,mobile,631.38,789.22,-1,21.551724,FALSE,standard,4,-0.1,0.407,0,0,Friday,2022,0
 CA  ,CAD,MXN,mobille,283.32,209.65,6.27,12.758621,FALSE,low,615,0.515,0.355,0,0,Friday,2022,0
US,USD,PHP,web,92.82,92.82,2.24,58.823529,FALSE,standard,1018,0.934,0.087,0,0.1,Friday,2022,0
US,USD,CAD,mobile,29.96,29.96,1.79,1.351351,TRUE,standard,1018,0.934,0.087,0,0,Saturday,2022,0
US,USD,INR,web,118.64,118.64,2.78,83.333333,FALSE,enhanced,257,0.894,0.257,2,0,Saturday,2022,0
CA,CAD,MXN,web,100.98,74.73,2.58,12.758621,FALSE,standard,172,0.881,0.199,0,0,Saturday,2022,0
UK,GBP,USD,web,472.7,590.88,7.84,1.25,FALSE,standard,4,0.892,0.407,0,0,Saturday,2022,0
US,USD,CNY,mobile,270.81,270.81,4.58,7.142857,FALSE,standard,263,0.522,0.223,1,0,Saturday,2022,0
US,USD,PHP,web,335.94,335.94,6.36,58.823529,FALSE,standard,263,0.522,0.223,0,0.1,Saturday,2022,0
US,USD,EUR,web,265.67,265.67,4.35,0.925926,TRUE,standard,1016,0.944,0.247,0,0,Saturday,2022,0
US,USD,CAD,mobile,107.91,107.91,3.17,1.351351,TRUE,enhanced,257,0.894,0.257,0,0,Saturday,2022,0
US,USD,CAD,mobile,20.46,20.46,2.86,1.351351,FALSE,standard,263,0.372,0.223,0,0,Saturday,2022,0
CA,CAD,MXN,ATM,88.6,65.56,2.45,12.758621,FALSE,low,824,0.607,0.282,0,0,Saturday,2022,0
US,USD,CNY,mobile,80.65,80.65,1.35,7.142857,FALSE,enhanced,367,0.939,0.176,0,0,Saturday,2022,0
US,USD,CNY,web,54.74,54.74,1.5,7.142857,FALSE,standard,263,0.522,0.223,0,0,Saturday,2022,0
US,USD,USD,web,171.5,171.5,2.99,1,TRUE,enhanced,367,0.939,0.176,0,0,Saturday,2022,0
US,USD,EUR,mobile,90.74,90.74,3.28,0.925926,FALSE,standard,263,0.522,0.223,0,0,Sunday,2022,0
US,USD,INR,ATM,370.71,370.71,6.62,83.333333,TRUE,standard,298,0.186,0.166,0,0,Sunday,2022,0
US,USD,NGN,mobile,89.54,89.54,1.76,1111.111111,FALSE,standard,1018,0.934,0.087,0,0.25,Sunday,2022,0
US,USD,INR,mobile,728.69,728.69,12.76,83.333333,FALSE,enhanced,367,0.939,0.176,0,0,Sunday,2022,0
UK,GBP,USD,mobile,105.48,131.85,2.69,1.25,FALSE,standard,718,0.803,0.169,0,0,Sunday,2022,0
CA,CAD,CAD,mobile,25.24,18.68,1.68,1,FALSE,standard,947,0.625,0.268,0,0,Sunday,2022,0
US,USD,USD,mobile,71.75,71.75,1.6,1,TRUE,standard,298,0.336,0.166,0,0,Sunday,2022,0
US,USD,CNY,mobile,94.05,94.05,1.37,7.142857,FALSE,standard,147,0.551,0.391,0,0,Monday,2022,0
UK,GBP,INR,web,80.19,100.23,1.69,104.166667,FALSE,standard,4,0.892,0.407,0,0,Monday,2022,0
US,USD,INR,web,257.16,257.16,4.86,83.333333,FALSE,standard,263,0.522,0.223,0,0,Monday,2022,0
US,USD,CNY,mobile,393.85,393.85,6.45,7.142857,FALSE,standard,147,0.551,0.391,0,0,Monday,2022,0
US,USD,CNY,web,131.77,131.77,3.1,7.142857,FALSE,enhanced,257,0.894,0.257,0,0,Monday,2022,0
CA,CAD,CNY,mobile,26.61,19.69,0.95,5.285714,FALSE,low,615,0.515,0.355,0,0,Monday,2022,0
US,USD,NGN,web,177.26,177.26,3.84,1111.111111,FALSE,low,616,0.702,0.361,0,0.25,Monday,2022,0
US,USD,CNY,mobile,50.77,50.77,1.77,7.142857,FALSE,standard,298,0.336,0.166,0,0,Tuesday,2022,0
US,USD,NGN,mobile,167.16,167.16,3.3,1111.111111,FALSE,standard,298,0.336,0.166,0,0.25,Tuesday,2022,0
US,USD,INR,mobile,154.64,154.64,2.81,83.333333,FALSE,standard,147,0.401,0.391,0,0,Tuesday,2022,0
US,USD,PHP,mobile,237.74,237.74,4.01,58.823529,FALSE,enhanced,661,0.92,0.259,0,0.1,Tuesday,2022,0
US,USD,EUR,web,126.07,126.07,4,0.925926,FALSE,standard,263,0.522,0.223,0,0,Tuesday,2022,0
US,USD,CNY,mobile,114.81,114.81,3.56,7.142857,FALSE,standard,263,0.522,0.223,0,0,Tuesday,2022,0
US,USD,NGN,mobile,281.66,281.66,5.05,1111.111111,FALSE,enhanced,367,0.939,0.176,0,0.25,Tuesday,2022,0
UK,GBP,INR,mobile,126,157.51,3.41,104.166667,FALSE,standard,4,0.742,0.407,0,0,Tuesday,2022,0
US,USD,EUR,web,76.42,76.42,3.05,0.925926,FALSE,enhanced,257,0.894,0.257,0,0,Tuesday,2022,0
US,USD,USD,mobile,72.42,72.42,2.41,1,FALSE,standard,298,0.336,0.166,0,0,Wednesday,2022,0
CA,CAD,EUR,ATM,61.15,45.25,-1,0.685185,FALSE,low,824,-0.1,0.282,0,0,Wednesday,2022,0
CA,CAD,MXN,web,330.59,244.64,5.8,12.758621,FALSE,standard,947,0.625,0.268,0,0,Wednesday,2022,0
US,USD,EUR,web,57.16,57.16,1.28,0.925926,FALSE,enhanced,257,0.894,0.257,0,0,Wednesday,2022,0
US,USD,NGN,web,105.18,105.18,2.66,1111.111111,FALSE,standard,859,0.96,0.363,0,0.25,Wednesday,2022,0
US,USD,CNY,mobile,113.86,113.86,2.86,7.142857,FALSE,standard,298,0.336,0.166,0,0,Wednesday,2022,0
CA,CAD,INR,web,229.3,169.68,4.39,61.666667,FALSE,standard,1041,0.867,0.245,0,0.12,Wednesday,2022,0
US,USD,INR,web,447.97,447.97,7.73,83.333333,FALSE,standard,263,0.522,0.223,0,0,Wednesday,2022,0
UK,GBP,INR,web,407.38,509.23,7.27,104.166667,FALSE,standard,4,0.892,0.407,0,0,Wednesday,2022,0
US,USD,USD,mobile,302.76,302.76,5.22,1,FALSE,standard,1018,0.934,0.087,0,0,Wednesday,2022,0
UK,GBP,PHP,web,92.41,115.52,2.74,73.529412,TRUE,standard,684,0.833,0.241,0,0,Wednesday,2022,0
US,USD,MXN,web,245.53,245.53,4.86,17.241379,FALSE,enhanced,367,0.789,0.176,0,0.2,Wednesday,2022,0
UK,GBP,EUR,web,261.14,326.43,4.33,1.157407,FALSE,standard,4,0.892,0.407,0,0.05,Wednesday,2022,0
UK,GBP,CNY,web,321.91,402.38,6.3,8.928571,FALSE,standard,4,0.892,0.407,0,0,Thursday,2023,0
 US  ,USD,PHP, mobile  ,169.23,169.23,4,58.823529,FALSE,standard,1018,0.934,0.087,0,0.1,Thursday,2022,0
US,USD,USD,web,9996.05,9996.05,151.29,1,FALSE,enhanced,367,0.939,0.176,0,0,Thursday,2022,0
US,USD,CAD,mobile,57.09,57.09,2.27,1.351351,FALSE,standard,298,0.336,0.166,1,0,Thursday,2022,0
UK,GBP,PHP,mobile,241.01,301.27,4.93,73.529412,FALSE,standard,718,0.953,0.169,0,0,Thursday,2022,0
US,USD,GBP,mobile,99.63,99.63,3.01,0.8,FALSE,enhanced,367,0.939,0.176,0,0,Friday,2022,0
US,USD,INR,ATM,82.89,82.89,1.66,83.333333,FALSE,standard,859,0.96,0.363,0,0,Friday,2022,0
US,USD,GBP,mobile,121.03,121.03,2.65,0.8,FALSE,standard,263,0.372,0.223,0,0,Friday,2022,0
US,USD,MXN,mobile,9993.04,9993.04,151.31,17.241379,TRUE,standard,1018,0.934,0.087,1,0.2,Friday,2022,0
CA,CAD,USD,web,197.64,146.25,4.37,0.74,FALSE,low,824,0.607,0.282,0,0,Friday,2022,0
US,USD,PHP,web,175.41,410.97,110.92,58.823529,FALSE,unknown,367,0.68,0.176,1,0.1,Friday,2022,0
US,USD,INR,web,91.34,91.34,2.23,83.333333,FALSE,enhanced,367,0.939,0.176,0,0,Saturday,2022,0
US,USD,CAD,mobile,239.38,239.38,5.14,1.351351,TRUE,standard,263,0.522,0.223,0,0,Saturday,2022,0
UK,GBP,PHP,mobile,121.2,151.5,2.56,73.529412,FALSE,standard,718,0.953,0.169,1,0,Saturday,2022,0
US,USD,CNY,web,206.25,206.25,3.79,7.142857,FALSE,standard,859,0.96,0.363,1,0,Saturday,2022,0
US,USD,USD,mobile,131.48,131.48,2.72,1,TRUE,standard,298,0.336,0.166,0,0,Saturday,2022,0
US,USD,CAD,mobile,521.14,521.14,8.56,1.351351,FALSE,standard,298,0.336,0.166,0,0,Saturday,2022,0
US,USD,EUR,mobile,107.41,107.41,2.73,0.925926,FALSE,standard,1011,0.824,0.123,0,0,Saturday,2022,0
US,USD,CAD,ATM,-143.13,143.13,9999.99,1.351351,FALSE,standard,859,-0.1,0.363,0,0,Saturday,2022,0
US,USD,PHP,mobile,9992.9,9992.9,150.81,58.823529,FALSE,standard,263,0.522,0.223,0,0.1,Saturday,2022,0
UK,GBP,PHP,mobile,34.42,43.02,2.06,73.529412,FALSE,standard,4,0.892,0.407,0,0,Saturday,2022,0
US,USD,USD,web,745.57,745.57,12.19,1,FALSE,standard,263,0.522,0.223,0,0,Saturday,2022,0
CA,CAD,GBP,MOBILE,371.42,274.85,6.73,0.592,FALSE,standard,947,0.625,0.268,0,0,Saturday,2022,0
US,USD,CNY,mobile,299.55,299.55,5.1,7.142857,FALSE,standard,298,0.336,0.166,0,0,Saturday,2022,0
UK,GBP,CNY,mobile,274.69,410.97,110.92,8.928571,FALSE,unknown,4,0.68,0.407,0,0,Saturday,2022,0
US,USD,PHP,web,443.9,443.9,7.5,58.823529,FALSE,standard,263,0.522,0.223,0,0.1,Saturday,2022,0
US,USD,USD,web,300.86,300.86,5.28,1,TRUE,standard,1018,0.934,0.087,0,0,Saturday,2022,0
US,USD,PHP,web,90.22,90.22,2.89,58.823529,FALSE,standard,298,0.336,0.166,0,0.1,Saturday,2022,0
UK,GBP,PHP,mobile,-168.96,211.2,9999.99,73.529412,FALSE,standard,4,-0.1,0.407,0,0,Sunday,2023,0
US,USD,CNY,web,72.43,72.43,2.12,7.142857,FALSE,enhanced,257,0.894,0.257,1,0,Sunday,2023,0
CA,CAD,USD,mobile,153.97,113.94,3.08,0.74,FALSE,standard,947,0.625,0.268,0,0,Sunday,2023,0
US,USD,GBP,web,109.47,109.47,2.17,0.8,FALSE,standard,263,0.522,0.223,0,0,Sunday,2023,0
UK,GBP,INR,mobile,9994.45,12493.06,151.49,104.166667,FALSE,standard,4,0.892,0.407,1,0,Sunday,2023,1
US,USD,CAD,mobile,181.89,181.89,3.85,1.351351,FALSE,standard,298,0.336,0.166,0,0,Sunday,2023,0
US,USD,GBP,web,249.26,249.26,5.39,0.8,FALSE,standard,1016,0.944,0.247,3,0,Sunday,2023,0
US,USD,INR,web,246.13,246.13,4.77,83.333333,FALSE,enhanced,367,0.939,0.176,1,0,Sunday,2023,0
CA,CAD,MXN,mobile,56.44,41.76,1.83,12.758621,FALSE,low,824,0.607,0.282,0,0,Monday,2023,0
US,USD,GBP,web,185.62,185.62,3.98,0.8,FALSE,enhanced,367,0.939,0.176,0,0,Monday,2023,0
US,USD,GBP,web,83.69,83.69,2.45,0.8,FALSE,enhanced,257,0.894,0.257,0,0,Monday,2023,0
CA,CAD,PHP,web,260.7,192.92,4.7,43.529412,FALSE,standard,725,0.824,0.212,0,0,Monday,2023,0
US,USD,PHP,web,49.12,49.12,1.64,58.823529,FALSE,standard,263,0.522,0.223,0,0.1,Monday,2023,0
US,USD,INR,mobile,35.78,35.78,1.87,83.333333,TRUE,standard,263,0.522,0.223,0,0,Monday,2023,0
CA,CAD,NGN,web,54.86,40.59,2.18,822.222222,FALSE,low,824,0.607,0.282,1,0,Monday,2023,0
CA,CAD,GBP,mobile,592.08,438.14,10.16,0.592,FALSE,low,615,0.365,0.355,0,0,Monday,2023,0
UK,GBP,MXN,web,208.13,260.17,3.68,21.551724,FALSE,standard,718,0.953,0.169,0,0,Monday,2023,0
CA,CAD,EUR,mobile,117.33,86.82,3.65,0.685185,FALSE,low,824,0.607,0.282,0,0,Monday,2023,0
US,USD,GBP,web,24.51,24.51,1.45,0.8,FALSE,low,954,0.426,0.332,0,0,Monday,2023,0
US,USD,INR,mobile,88.42,410.97,110.92,83.333333,FALSE,unknown,147,0.68,0.391,0,0,Tuesday,2023,0
CA,CAD,NGN,web,88.18,65.25,1.94,822.222222,FALSE,standard,172,0.731,0.199,0,0,Tuesday,2023,0
US,USD,CAD,mobile,580.09,580.09,10.06,1.351351,FALSE,standard,147,0.551,0.391,0,0,Tuesday,2023,0
US,USD,USD,web,591.45,591.45,9.93,1,FALSE,standard,1018,0.934,0.087,1,0,Tuesday,2023,0
US,USD,USD,ATM,100.26,100.26,2.66,1,FALSE,standard,147,0.551,0.391,1,0,Tuesday,2023,0
US,USD,PHP,MOBILE,37.59,37.59,1.4,58.823529,FALSE,standard,298,0.336,0.166,0,0.1,Wednesday,2023,0
CA,CAD,USD,mobile,165.08,122.16,3.08,0.74,FALSE,low,824,0.607,0.282,0,0,Wednesday,2023,0
US,USD,USD,mobile,62.83,62.83,2.62,1,FALSE,standard,263,0.522,0.223,0,0,Wednesday,2023,0
US,USD,CNY,web,100.26,100.26,1.62,7.142857,FALSE,enhanced,367,0.939,0.176,0,0,Wednesday,2023,0
US,USD,USD,ATM,125.09,125.09,2.63,1,FALSE,standard,298,0.336,0.166,0,0,Wednesday,2023,0
US,USD,NGN,web,105.42,410.97,110.92,1111.111111,FALSE,unknown,147,0.68,0.391,0,0.25,Thursday,2023,0
US,USD,PHP,mobile,134.8,134.8,3.11,58.823529,FALSE,enhanced,257,0.744,0.257,1,0.1,Thursday,2023,0
 US  ,USD,CNY,ATm,249.11,249.11,5.04,7.142857,FALSE,standard,1018,0.934,0.087,0,0,Thursday,2023,0
US,USD,NGN,mobile,493.09,493.09,8.18,1111.111111,FALSE,enhanced,367,0.939,0.176,0,0.25,Thursday,2023,0
US,USD,INR,web,193.2,193.2,3.55,83.333333,FALSE,enhanced,257,0.894,0.257,0,0,Thursday,2023,0
CA,CAD,CAD,web,68.2,50.47,2.22,1,FALSE,low,824,0.607,0.282,0,0,Thursday,2023,0
US,USD,EUR,web,2643.61,2643.61,40,0.925926,FALSE,standard,263,0.522,0.223,0,0,Thursday,2023,0
US,USD,NGN,mobile,112.41,112.41,2.56,1111.111111,FALSE,standard,1018,0.934,0.087,0,0.25,Friday,2023,0
UK,GBP,INR,mobile,82.24,102.81,2.01,104.166667,FALSE,standard,4,0.892,0.407,0,0,Friday,2023,0
US,USD,NGN,mobile,81.85,81.85,2.85,1111.111111,FALSE,enhanced,367,0.939,0.176,6,0.25,Tuesday,2023,0
US,USD,GBP,web,194,194,3.39,0.8,FALSE,standard,147,0.551,0.391,0,0,Friday,2023,0
CA,CAD,CAD,web,464.79,343.95,8.47,1,FALSE,low,214,0.596,0.233,0,0,Friday,2023,0
UK,GBP,USD,mobile,239.91,299.89,4.96,1.25,FALSE,standard,4,0.742,0.407,0,0,Friday,2023,0
US,USD,PHP,mobile,190.36,190.36,4,58.823529,FALSE,standard,147,0.551,0.391,1,0.1,Saturday,2023,0
US,USD,CAD,web,299.62,299.62,6.16,1.351351,FALSE,standard,263,0.522,0.223,0,0,Saturday,2023,0
US,USD,INR,web,56.26,56.26,2.14,83.333333,FALSE,standard,1016,0.944,0.247,0,0,Saturday,2023,0
UK,GBP,PHP,web,318.15,397.69,5.78,73.529412,FALSE,standard,4,0.892,0.407,0,0,Saturday,2023,0
US,USD,CAD,mobile,66.14,66.14,1.26,1.351351,TRUE,standard,830,0.799,0.102,0,0,Saturday,2023,0
US,USD,NGN,web,1119.04,1119.04,18.19,1111.111111,FALSE,enhanced,367,0.939,0.176,3,0.25,Saturday,2023,0
US,USD,EUR,mobile,79.21,79.21,3.13,0.925926,FALSE,enhanced,257,0.894,0.257,0,0,Saturday,2023,0
CA,CAD,NGN,web,679.79,503.04,10.52,822.222222,FALSE,standard,947,0.625,0.268,0,0,Saturday,2023,0
US,USD,PHP,mobile,105.86,105.86,1.89,58.823529,FALSE,enhanced,257,0.894,0.257,0,0.1,Saturday,2023,0
CA,CAD,EUR,mobile,166.97,123.56,4.12,0.685185,FALSE,standard,947,0.625,0.268,0,0,Sunday,2023,0
US,USD,INR,ATM,91.38,91.38,1.55,83.333333,FALSE,enhanced,367,0.939,0.176,0,0,Sunday,2023,0
UK,GBP,INR,web,276.24,345.3,5.03,104.166667,TRUE,standard,718,0.953,0.169,0,0,Sunday,2023,0
 US  ,USD,GBP, web  ,367.07,367.07,6.57,0.8,TRUE,enhanced,367,0.789,0.176,8,0,Sunday,2023,0
CA,CAD,CNY,mobile,433.08,320.48,7.11,5.285714,FALSE,standard,947,0.625,0.268,0,0,Sunday,2023,0
US,USD,CNY,mobile,79.21,410.97,110.92,7.142857,FALSE,unknown,1016,0.68,0.247,0,0,Sunday,2023,0
UK,GBP,USD,web,229.99,287.49,4.05,1.25,FALSE,standard,4,0.892,0.407,0,0,Sunday,2023,0
US,USD,EUR,mobile,90.53,90.53,1.88,0.925926,FALSE,standard,1016,0.944,0.247,0,0,Sunday,2023,0
US,USD,EUR,ATM,232.87,232.87,4.51,0.925926,FALSE,standard,1018,0.934,0.087,0,0,Sunday,2023,0
US,USD,CNY,mobile,261.54,261.54,5.65,7.142857,TRUE,standard,298,0.336,0.166,0,0,Monday,2023,1
US,USD,INR,mobile,66.55,66.55,0.97,83.333333,FALSE,standard,1018,0.784,0.087,0,0,Monday,2023,0
UK,GBP,GBP,mobile,228.72,285.89,4.18,1,FALSE,standard,4,0.892,0.407,1,0,Monday,2023,0
US,USD,CAD,web,170.92,170.92,4.03,1.351351,FALSE,standard,263,0.522,0.223,0,0,Monday,2023,0
UK,GBP,MXN,mobile,534.28,667.84,8.15,21.551724,FALSE,standard,4,0.892,0.407,0,0,Monday,2023,0
US,USD,NGN,web,505.96,505.96,9.15,1111.111111,FALSE,enhanced,367,0.939,0.176,6,0.25,Monday,2023,0
US,USD,INR,web,115.76,115.76,2.95,83.333333,FALSE,standard,298,0.336,0.166,1,0,Monday,2023,0
US,USD,USD,web,270.58,270.58,5.09,1,FALSE,standard,147,0.551,0.391,0,0,Monday,2023,0
US,USD,EUR,mobile,137.57,137.57,3.45,0.925926,FALSE,standard,298,0.336,0.166,0,0,Monday,2023,0
US,USD,CAD,web,56.21,410.97,110.92,1.351351,TRUE,unknown,1018,0.68,0.087,0,0,Monday,2023,0
UK,GBP,CAD,mobile,68.87,86.09,2.15,1.689189,FALSE,standard,4,0.892,0.407,0,0,Tuesday,2023,0
UK,GBP,PHP,mobile,273.16,341.45,5.25,73.529412,FALSE,standard,4,0.892,0.407,0,0,Tuesday,2023,0
US,USD,CAD,mobile,91.39,91.39,2.55,1.351351,FALSE,standard,263,0.522,0.223,0,0,Tuesday,2023,0
CA,CAD,NGN,mobile,242.85,179.71,5.24,822.222222,FALSE,standard,947,0.625,0.268,0,0,Tuesday,2023,0
CA,CAD,CAD,web,103.8,76.81,2.68,1,FALSE,low,824,0.607,0.282,0,0,Tuesday,2023,0
UK,GBP,GBP,web,155.16,193.95,3.34,1,FALSE,standard,4,0.892,0.407,0,0,Tuesday,2023,0
UK,GBP,MXN,ATM,91.54,114.42,2.4,21.551724,FALSE,standard,4,0.892,0.407,0,0,Tuesday,2023,0
CA,CAD,MXN,ATM,131.91,97.62,2.36,12.758621,FALSE,standard,1035,0.497,0.236,0,0,Tuesday,2023,0
US,USD,USD,web,164.42,164.42,3.51,1,FALSE,enhanced,367,0.939,0.176,0,0,Tuesday,2023,0
CA,CAD,INR,web,114.53,84.75,3.06,61.666667,FALSE,low,615,0.515,0.355,0,0.12,Tuesday,2023,0
US,USD,CNY,ATM,53.29,53.29,1.13,7.142857,FALSE,standard,1018,0.934,0.087,0,0,Tuesday,2023,0
US,USD,CNY,ATM,69.02,69.02,2.03,7.142857,FALSE,enhanced,257,0.894,0.257,8,0,Tuesday,2023,0
US,USD,EUR,mobile,291.04,291.04,6.03,0.925926,FALSE,enhanced,367,0.939,0.176,0,0,Tuesday,2023,0
US,USD,USD,web,270.81,270.81,4.53,1,FALSE,standard,263,0.522,0.223,0,0,Wednesday,2023,0
US,USD,NGN,ATM,317.92,317.92,6.3,1111.111111,FALSE,standard,263,0.522,0.223,0,0.25,Wednesday,2023,0
CA,CAD,NGN,mobile,38.26,28.31,1.73,822.222222,FALSE,standard,172,0.881,0.199,0,0,Wednesday,2023,0
UK,GBP,CAD,web,53.92,67.4,1.43,1.689189,FALSE,standard,4,0.892,0.407,0,0,Wednesday,2023,1
US,USD,CAD,mobile,57.11,57.11,2.83,1.351351,FALSE,standard,263,0.522,0.223,0,0,Wednesday,2023,0
US,USD,CNY,web,282.51,282.51,5.91,7.142857,TRUE,enhanced,367,0.939,0.176,0,0,Wednesday,2023,0
US,USD,INR,web,185.56,185.56,4.14,83.333333,FALSE,standard,794,0.77,0.22,0,0,Wednesday,2023,0
UK,GBP,PHP,mobile,379.23,474.04,7.37,73.529412,FALSE,standard,718,0.953,0.169,0,0,Wednesday,2023,0
UK,GBP,MXN,web,222.44,278.06,4.86,21.551724,FALSE,standard,4,0.892,0.407,0,0,Wednesday,2023,1
US,USD,CNY,ATM,74.52,74.52,1.84,7.142857,FALSE,standard,263,0.522,0.223,0,0,Wednesday,2023,0
